sample_id,split,camera_light_pair,low_clip_fraction,high_clip_fraction,total_clip_fraction,per_channel_clip_fraction
train_000486,train,Canon 20D / A,nan,nan,nan,
train_000487,train,Canon 1DMarkIII / A,nan,nan,nan,
train_000488,train,Nikon D200 / FL2,nan,nan,nan,
train_000489,train,Canon 40D / A,nan,nan,nan,
train_000490,train,Nikon D3 / A,nan,nan,nan,
train_000491,train,Nokia N900 / D65,nan,nan,nan,
train_000492,train,Nikon D90 / FL2,nan,nan,nan,
train_000493,train,Nikon D80 / A,nan,nan,nan,
train_000494,train,SONY NEX-5N / A,nan,nan,nan,
train_000495,train,Nikon D300s / A,nan,nan,nan,
train_000496,train,Hasselblad H2 / FL2,nan,nan,nan,
train_000497,train,Pentax K-5 / FL2,nan,nan,nan,
train_000498,train,Nikon D90 / D65,nan,nan,nan,
train_000499,train,Nikon D300s / FL2,nan,nan,nan,
train_000500,train,Nokia N900 / A,nan,nan,nan,
train_000501,train,Canon 5DMarkII / D65,nan,nan,nan,
train_000502,train,SONY NEX-5N / D65,nan,nan,nan,
train_000503,train,SONY NEX-5N / FL2,nan,nan,nan,
train_000504,train,Canon 60D / FL2,nan,nan,nan,
train_000505,train,Canon 40D / D65,nan,nan,nan,
train_000506,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_000507,train,Canon 50D / A,nan,nan,nan,
train_000508,train,Nikon D3 / FL2,nan,nan,nan,
train_000509,train,Nikon D200 / D65,nan,nan,nan,
train_000510,train,Canon 500D / A,nan,nan,nan,
train_000511,train,Phase One / FL2,nan,nan,nan,
train_000512,train,Nikon D90 / A,nan,nan,nan,
train_000513,train,Nikon D3 / D65,nan,nan,nan,
train_000514,train,Canon 50D / D65,nan,nan,nan,
train_000515,train,Canon 300D / D65,nan,nan,nan,
train_000516,train,Pentax K-5 / D65,nan,nan,nan,
train_000517,train,Canon 20D / FL2,nan,nan,nan,
train_000518,train,Nokia N900 / FL2,nan,nan,nan,
train_000519,train,Canon 300D / A,nan,nan,nan,
train_000520,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_000521,train,Pentax Q / D65,nan,nan,nan,
train_000522,train,Nikon D5100 / D65,nan,nan,nan,
train_000523,train,Nikon D40 / FL2,nan,nan,nan,
train_000524,train,Pentax Q / A,nan,nan,nan,
train_000525,train,Nikon D50 / FL2,nan,nan,nan,
train_000526,train,Nikon D3X / A,nan,nan,nan,
train_000527,train,Nikon D5100 / FL2,nan,nan,nan,
train_000528,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_000529,train,Hasselblad H2 / D65,nan,nan,nan,
train_000530,train,Nikon D50 / D65,nan,nan,nan,
train_000531,train,Nikon D40 / D65,nan,nan,nan,
train_000532,train,Canon 5DMarkII / A,nan,nan,nan,
train_000533,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_000534,train,Nikon D200 / A,nan,nan,nan,
train_000535,train,Phase One / A,nan,nan,nan,
train_000536,train,Nikon D300s / D65,nan,nan,nan,
train_000537,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_000538,train,Pentax K-5 / A,nan,nan,nan,
train_000539,train,Nikon D5100 / A,nan,nan,nan,
train_000540,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_000541,train,Canon 50D / FL2,nan,nan,nan,
train_000542,train,Phase One / D65,nan,nan,nan,
train_000543,train,Nikon D3X / D65,nan,nan,nan,
train_000544,train,Nikon D50 / A,nan,nan,nan,
train_000545,train,Canon 500D / FL2,nan,nan,nan,
train_000546,train,Canon 500D / D65,nan,nan,nan,
train_000547,train,Nikon D80 / D65,nan,nan,nan,
train_000548,train,Canon 40D / FL2,nan,nan,nan,
train_000549,train,Canon 60D / D65,nan,nan,nan,
train_000550,train,Nikon D80 / FL2,nan,nan,nan,
train_000551,train,Canon 20D / D65,nan,nan,nan,
train_000552,train,Nikon D3X / FL2,nan,nan,nan,
train_000553,train,Hasselblad H2 / A,nan,nan,nan,
train_000554,train,Canon 60D / A,nan,nan,nan,
train_000555,train,Canon 300D / FL2,nan,nan,nan,
train_000556,train,Pentax Q / FL2,nan,nan,nan,
train_000557,train,Nikon D40 / A,nan,nan,nan,
train_000558,train,Canon 20D / A,nan,nan,nan,
train_000559,train,Canon 1DMarkIII / A,nan,nan,nan,
train_000560,train,Nikon D200 / FL2,nan,nan,nan,
train_000561,train,Canon 40D / A,nan,nan,nan,
train_000562,train,Nikon D3 / A,nan,nan,nan,
train_000563,train,Nokia N900 / D65,nan,nan,nan,
train_000564,train,Nikon D90 / FL2,nan,nan,nan,
train_000565,train,Nikon D80 / A,nan,nan,nan,
train_000566,train,SONY NEX-5N / A,nan,nan,nan,
train_000567,train,Nikon D300s / A,nan,nan,nan,
train_000568,train,Hasselblad H2 / FL2,nan,nan,nan,
train_000569,train,Pentax K-5 / FL2,nan,nan,nan,
train_000570,train,Nikon D90 / D65,nan,nan,nan,
train_000571,train,Nikon D300s / FL2,nan,nan,nan,
train_000572,train,Nokia N900 / A,nan,nan,nan,
train_000573,train,Canon 5DMarkII / D65,nan,nan,nan,
train_000574,train,SONY NEX-5N / D65,nan,nan,nan,
train_000575,train,SONY NEX-5N / FL2,nan,nan,nan,
train_000576,train,Canon 60D / FL2,nan,nan,nan,
train_000577,train,Canon 40D / D65,nan,nan,nan,
train_000578,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_000579,train,Canon 50D / A,nan,nan,nan,
train_000580,train,Nikon D3 / FL2,nan,nan,nan,
train_000581,train,Nikon D200 / D65,nan,nan,nan,
train_000582,train,Canon 500D / A,nan,nan,nan,
train_000583,train,Phase One / FL2,nan,nan,nan,
train_000584,train,Nikon D90 / A,nan,nan,nan,
train_000585,train,Nikon D3 / D65,nan,nan,nan,
train_000586,train,Canon 50D / D65,nan,nan,nan,
train_000587,train,Canon 300D / D65,nan,nan,nan,
train_000588,train,Pentax K-5 / D65,nan,nan,nan,
train_000589,train,Canon 20D / FL2,nan,nan,nan,
train_000590,train,Nokia N900 / FL2,nan,nan,nan,
train_000591,train,Canon 300D / A,nan,nan,nan,
train_000592,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_000593,train,Pentax Q / D65,nan,nan,nan,
train_000594,train,Nikon D5100 / D65,nan,nan,nan,
train_000595,train,Nikon D40 / FL2,nan,nan,nan,
train_000596,train,Pentax Q / A,nan,nan,nan,
train_000597,train,Nikon D50 / FL2,nan,nan,nan,
train_000598,train,Nikon D3X / A,nan,nan,nan,
train_000599,train,Nikon D5100 / FL2,nan,nan,nan,
train_000600,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_000601,train,Hasselblad H2 / D65,nan,nan,nan,
train_000602,train,Nikon D50 / D65,nan,nan,nan,
train_000603,train,Nikon D40 / D65,nan,nan,nan,
train_000604,train,Canon 5DMarkII / A,nan,nan,nan,
train_000605,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_000606,train,Nikon D200 / A,nan,nan,nan,
train_000607,train,Phase One / A,nan,nan,nan,
train_000608,train,Nikon D300s / D65,nan,nan,nan,
train_000609,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_000610,train,Pentax K-5 / A,nan,nan,nan,
train_000611,train,Nikon D5100 / A,nan,nan,nan,
train_000612,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_000613,train,Canon 50D / FL2,nan,nan,nan,
train_000614,train,Phase One / D65,nan,nan,nan,
train_000615,train,Nikon D3X / D65,nan,nan,nan,
train_000616,train,Nikon D50 / A,nan,nan,nan,
train_000617,train,Canon 500D / FL2,nan,nan,nan,
train_000618,train,Canon 500D / D65,nan,nan,nan,
train_000619,train,Nikon D80 / D65,nan,nan,nan,
train_000620,train,Canon 40D / FL2,nan,nan,nan,
train_000621,train,Canon 60D / D65,nan,nan,nan,
train_000622,train,Nikon D80 / FL2,nan,nan,nan,
train_000623,train,Canon 20D / D65,nan,nan,nan,
train_000624,train,Nikon D3X / FL2,nan,nan,nan,
train_000625,train,Hasselblad H2 / A,nan,nan,nan,
train_000626,train,Canon 60D / A,nan,nan,nan,
train_000627,train,Canon 300D / FL2,nan,nan,nan,
train_000628,train,Pentax Q / FL2,nan,nan,nan,
train_000629,train,Nikon D40 / A,nan,nan,nan,
train_000630,train,Canon 20D / A,nan,nan,nan,
train_000631,train,Canon 1DMarkIII / A,nan,nan,nan,
train_000632,train,Nikon D200 / FL2,nan,nan,nan,
train_000633,train,Canon 40D / A,nan,nan,nan,
train_000634,train,Nikon D3 / A,nan,nan,nan,
train_000635,train,Nokia N900 / D65,nan,nan,nan,
train_000636,train,Nikon D90 / FL2,nan,nan,nan,
train_000637,train,Nikon D80 / A,nan,nan,nan,
train_000638,train,SONY NEX-5N / A,nan,nan,nan,
train_000639,train,Nikon D300s / A,nan,nan,nan,
train_000640,train,Hasselblad H2 / FL2,nan,nan,nan,
train_000641,train,Pentax K-5 / FL2,nan,nan,nan,
train_000642,train,Nikon D90 / D65,nan,nan,nan,
train_000643,train,Nikon D300s / FL2,nan,nan,nan,
train_000644,train,Nokia N900 / A,nan,nan,nan,
train_000645,train,Canon 5DMarkII / D65,nan,nan,nan,
train_000646,train,SONY NEX-5N / D65,nan,nan,nan,
train_000647,train,SONY NEX-5N / FL2,nan,nan,nan,
train_000648,train,Canon 60D / FL2,nan,nan,nan,
train_000649,train,Canon 40D / D65,nan,nan,nan,
train_000650,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_000651,train,Canon 50D / A,nan,nan,nan,
train_000652,train,Nikon D3 / FL2,nan,nan,nan,
train_000653,train,Nikon D200 / D65,nan,nan,nan,
train_000654,train,Canon 500D / A,nan,nan,nan,
train_000655,train,Phase One / FL2,nan,nan,nan,
train_000656,train,Nikon D90 / A,nan,nan,nan,
train_000657,train,Nikon D3 / D65,nan,nan,nan,
train_000658,train,Canon 50D / D65,nan,nan,nan,
train_000659,train,Canon 300D / D65,nan,nan,nan,
train_000660,train,Pentax K-5 / D65,nan,nan,nan,
train_000661,train,Canon 20D / FL2,nan,nan,nan,
train_000662,train,Nokia N900 / FL2,nan,nan,nan,
train_000663,train,Canon 300D / A,nan,nan,nan,
train_000664,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_000665,train,Pentax Q / D65,nan,nan,nan,
train_000666,train,Nikon D5100 / D65,nan,nan,nan,
train_000667,train,Nikon D40 / FL2,nan,nan,nan,
train_000668,train,Pentax Q / A,nan,nan,nan,
train_000669,train,Nikon D50 / FL2,nan,nan,nan,
train_000670,train,Nikon D3X / A,nan,nan,nan,
train_000671,train,Nikon D5100 / FL2,nan,nan,nan,
train_000672,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_000673,train,Hasselblad H2 / D65,nan,nan,nan,
train_000674,train,Nikon D50 / D65,nan,nan,nan,
train_000675,train,Nikon D40 / D65,nan,nan,nan,
train_000676,train,Canon 5DMarkII / A,nan,nan,nan,
train_000677,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_000678,train,Nikon D200 / A,nan,nan,nan,
train_000679,train,Phase One / A,nan,nan,nan,
train_000680,train,Nikon D300s / D65,nan,nan,nan,
train_000681,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_000682,train,Pentax K-5 / A,nan,nan,nan,
train_000683,train,Nikon D5100 / A,nan,nan,nan,
train_000684,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_000685,train,Canon 50D / FL2,nan,nan,nan,
train_000686,train,Phase One / D65,nan,nan,nan,
train_000687,train,Nikon D3X / D65,nan,nan,nan,
train_000688,train,Nikon D50 / A,nan,nan,nan,
train_000689,train,Canon 500D / FL2,nan,nan,nan,
train_000690,train,Canon 500D / D65,nan,nan,nan,
train_000691,train,Nikon D80 / D65,nan,nan,nan,
train_000692,train,Canon 40D / FL2,nan,nan,nan,
train_000693,train,Canon 60D / D65,nan,nan,nan,
train_000694,train,Nikon D80 / FL2,nan,nan,nan,
train_000695,train,Canon 20D / D65,nan,nan,nan,
train_000696,train,Nikon D3X / FL2,nan,nan,nan,
train_000697,train,Hasselblad H2 / A,nan,nan,nan,
train_000698,train,Canon 60D / A,nan,nan,nan,
train_000699,train,Canon 300D / FL2,nan,nan,nan,
train_000700,train,Pentax Q / FL2,nan,nan,nan,
train_000701,train,Nikon D40 / A,nan,nan,nan,
train_000702,train,Canon 20D / A,nan,nan,nan,
train_000703,train,Canon 1DMarkIII / A,nan,nan,nan,
train_000704,train,Nikon D200 / FL2,nan,nan,nan,
train_000705,train,Canon 40D / A,nan,nan,nan,
train_000706,train,Nikon D3 / A,nan,nan,nan,
train_000707,train,Nokia N900 / D65,nan,nan,nan,
train_000708,train,Nikon D90 / FL2,nan,nan,nan,
train_000709,train,Nikon D80 / A,nan,nan,nan,
train_000710,train,SONY NEX-5N / A,nan,nan,nan,
train_000711,train,Nikon D300s / A,nan,nan,nan,
train_000712,train,Hasselblad H2 / FL2,nan,nan,nan,
train_000713,train,Pentax K-5 / FL2,nan,nan,nan,
train_000714,train,Nikon D90 / D65,nan,nan,nan,
train_000715,train,Nikon D300s / FL2,nan,nan,nan,
train_000716,train,Nokia N900 / A,nan,nan,nan,
train_000717,train,Canon 5DMarkII / D65,nan,nan,nan,
train_000718,train,SONY NEX-5N / D65,nan,nan,nan,
train_000719,train,SONY NEX-5N / FL2,nan,nan,nan,
train_000720,train,Canon 60D / FL2,nan,nan,nan,
train_000721,train,Canon 40D / D65,nan,nan,nan,
train_000722,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_000723,train,Canon 50D / A,nan,nan,nan,
train_000724,train,Nikon D3 / FL2,nan,nan,nan,
train_000725,train,Nikon D200 / D65,nan,nan,nan,
train_000726,train,Canon 500D / A,nan,nan,nan,
train_000727,train,Phase One / FL2,nan,nan,nan,
train_000728,train,Nikon D90 / A,nan,nan,nan,
train_000729,train,Nikon D3 / D65,nan,nan,nan,
train_000730,train,Canon 50D / D65,nan,nan,nan,
train_000731,train,Canon 300D / D65,nan,nan,nan,
train_000732,train,Pentax K-5 / D65,nan,nan,nan,
train_000733,train,Canon 20D / FL2,nan,nan,nan,
train_000734,train,Nokia N900 / FL2,nan,nan,nan,
train_000735,train,Canon 300D / A,nan,nan,nan,
train_000736,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_000737,train,Pentax Q / D65,nan,nan,nan,
train_000738,train,Nikon D5100 / D65,nan,nan,nan,
train_000739,train,Nikon D40 / FL2,nan,nan,nan,
train_000740,train,Pentax Q / A,nan,nan,nan,
train_000741,train,Nikon D50 / FL2,nan,nan,nan,
train_000742,train,Nikon D3X / A,nan,nan,nan,
train_000743,train,Nikon D5100 / FL2,nan,nan,nan,
train_000744,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_000745,train,Hasselblad H2 / D65,nan,nan,nan,
train_000746,train,Nikon D50 / D65,nan,nan,nan,
train_000747,train,Nikon D40 / D65,nan,nan,nan,
train_000748,train,Canon 5DMarkII / A,nan,nan,nan,
train_000749,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_000750,train,Nikon D200 / A,nan,nan,nan,
train_000751,train,Phase One / A,nan,nan,nan,
train_000752,train,Nikon D300s / D65,nan,nan,nan,
train_000753,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_000754,train,Pentax K-5 / A,nan,nan,nan,
train_000755,train,Nikon D5100 / A,nan,nan,nan,
train_000756,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_000757,train,Canon 50D / FL2,nan,nan,nan,
train_000758,train,Phase One / D65,nan,nan,nan,
train_000759,train,Nikon D3X / D65,nan,nan,nan,
train_000760,train,Nikon D50 / A,nan,nan,nan,
train_000761,train,Canon 500D / FL2,nan,nan,nan,
train_000762,train,Canon 500D / D65,nan,nan,nan,
train_000763,train,Nikon D80 / D65,nan,nan,nan,
train_000764,train,Canon 40D / FL2,nan,nan,nan,
train_000765,train,Canon 60D / D65,nan,nan,nan,
train_000766,train,Nikon D80 / FL2,nan,nan,nan,
train_000767,train,Canon 20D / D65,nan,nan,nan,
train_000768,train,Nikon D3X / FL2,nan,nan,nan,
train_000769,train,Hasselblad H2 / A,nan,nan,nan,
train_000770,train,Canon 60D / A,nan,nan,nan,
train_000771,train,Canon 300D / FL2,nan,nan,nan,
train_000772,train,Pentax Q / FL2,nan,nan,nan,
train_000773,train,Nikon D40 / A,nan,nan,nan,
train_000774,train,Canon 20D / A,nan,nan,nan,
train_000775,train,Canon 1DMarkIII / A,nan,nan,nan,
train_000776,train,Nikon D200 / FL2,nan,nan,nan,
train_000777,train,Canon 40D / A,nan,nan,nan,
train_000778,train,Nikon D3 / A,nan,nan,nan,
train_000779,train,Nokia N900 / D65,nan,nan,nan,
train_000780,train,Nikon D90 / FL2,nan,nan,nan,
train_000781,train,Nikon D80 / A,nan,nan,nan,
train_000782,train,SONY NEX-5N / A,nan,nan,nan,
train_000783,train,Nikon D300s / A,nan,nan,nan,
train_000784,train,Hasselblad H2 / FL2,nan,nan,nan,
train_000785,train,Pentax K-5 / FL2,nan,nan,nan,
train_000786,train,Nikon D90 / D65,nan,nan,nan,
train_000787,train,Nikon D300s / FL2,nan,nan,nan,
train_000788,train,Nokia N900 / A,nan,nan,nan,
train_000789,train,Canon 5DMarkII / D65,nan,nan,nan,
train_000790,train,SONY NEX-5N / D65,nan,nan,nan,
train_000791,train,SONY NEX-5N / FL2,nan,nan,nan,
train_000792,train,Canon 60D / FL2,nan,nan,nan,
train_000793,train,Canon 40D / D65,nan,nan,nan,
train_000794,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_000795,train,Canon 50D / A,nan,nan,nan,
train_000796,train,Nikon D3 / FL2,nan,nan,nan,
train_000797,train,Nikon D200 / D65,nan,nan,nan,
train_000798,train,Canon 500D / A,nan,nan,nan,
train_000799,train,Phase One / FL2,nan,nan,nan,
train_000800,train,Nikon D90 / A,nan,nan,nan,
train_000801,train,Nikon D3 / D65,nan,nan,nan,
train_000802,train,Canon 50D / D65,nan,nan,nan,
train_000803,train,Canon 300D / D65,nan,nan,nan,
train_000804,train,Pentax K-5 / D65,nan,nan,nan,
train_000805,train,Canon 20D / FL2,nan,nan,nan,
train_000806,train,Nokia N900 / FL2,nan,nan,nan,
train_000807,train,Canon 300D / A,nan,nan,nan,
train_000808,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_000809,train,Pentax Q / D65,nan,nan,nan,
train_000810,train,Nikon D5100 / D65,nan,nan,nan,
train_000811,train,Nikon D40 / FL2,nan,nan,nan,
train_000812,train,Pentax Q / A,nan,nan,nan,
train_000813,train,Nikon D50 / FL2,nan,nan,nan,
train_000814,train,Nikon D3X / A,nan,nan,nan,
train_000815,train,Nikon D5100 / FL2,nan,nan,nan,
train_000816,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_000817,train,Hasselblad H2 / D65,nan,nan,nan,
train_000818,train,Nikon D50 / D65,nan,nan,nan,
train_000819,train,Nikon D40 / D65,nan,nan,nan,
train_000820,train,Canon 5DMarkII / A,nan,nan,nan,
train_000821,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_000822,train,Nikon D200 / A,nan,nan,nan,
train_000823,train,Phase One / A,nan,nan,nan,
train_000824,train,Nikon D300s / D65,nan,nan,nan,
train_000825,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_000826,train,Pentax K-5 / A,nan,nan,nan,
train_000827,train,Nikon D5100 / A,nan,nan,nan,
train_000828,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_000829,train,Canon 50D / FL2,nan,nan,nan,
train_000830,train,Phase One / D65,nan,nan,nan,
train_000831,train,Nikon D3X / D65,nan,nan,nan,
train_000832,train,Nikon D50 / A,nan,nan,nan,
train_000833,train,Canon 500D / FL2,nan,nan,nan,
train_000834,train,Canon 500D / D65,nan,nan,nan,
train_000835,train,Nikon D80 / D65,nan,nan,nan,
train_000836,train,Canon 40D / FL2,nan,nan,nan,
train_000837,train,Canon 60D / D65,nan,nan,nan,
train_000838,train,Nikon D80 / FL2,nan,nan,nan,
train_000839,train,Canon 20D / D65,nan,nan,nan,
train_000840,train,Nikon D3X / FL2,nan,nan,nan,
train_000841,train,Hasselblad H2 / A,nan,nan,nan,
train_000842,train,Canon 60D / A,nan,nan,nan,
train_000843,train,Canon 300D / FL2,nan,nan,nan,
train_000844,train,Pentax Q / FL2,nan,nan,nan,
train_000845,train,Nikon D40 / A,nan,nan,nan,
train_000846,train,Canon 20D / A,nan,nan,nan,
train_000847,train,Canon 1DMarkIII / A,nan,nan,nan,
train_000848,train,Nikon D200 / FL2,nan,nan,nan,
train_000849,train,Canon 40D / A,nan,nan,nan,
train_000850,train,Nikon D3 / A,nan,nan,nan,
train_000851,train,Nokia N900 / D65,nan,nan,nan,
train_000852,train,Nikon D90 / FL2,nan,nan,nan,
train_000853,train,Nikon D80 / A,nan,nan,nan,
train_000854,train,SONY NEX-5N / A,nan,nan,nan,
train_000855,train,Nikon D300s / A,nan,nan,nan,
train_000856,train,Hasselblad H2 / FL2,nan,nan,nan,
train_000857,train,Pentax K-5 / FL2,nan,nan,nan,
train_000858,train,Nikon D90 / D65,nan,nan,nan,
train_000859,train,Nikon D300s / FL2,nan,nan,nan,
train_000860,train,Nokia N900 / A,nan,nan,nan,
train_000861,train,Canon 5DMarkII / D65,nan,nan,nan,
train_000862,train,SONY NEX-5N / D65,nan,nan,nan,
train_000863,train,SONY NEX-5N / FL2,nan,nan,nan,
train_000864,train,Canon 60D / FL2,nan,nan,nan,
train_000865,train,Canon 40D / D65,nan,nan,nan,
train_000866,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_000867,train,Canon 50D / A,nan,nan,nan,
train_000868,train,Nikon D3 / FL2,nan,nan,nan,
train_000869,train,Nikon D200 / D65,nan,nan,nan,
train_000870,train,Canon 500D / A,nan,nan,nan,
train_000871,train,Phase One / FL2,nan,nan,nan,
train_000872,train,Nikon D90 / A,nan,nan,nan,
train_000873,train,Nikon D3 / D65,nan,nan,nan,
train_000874,train,Canon 50D / D65,nan,nan,nan,
train_000875,train,Canon 300D / D65,nan,nan,nan,
train_000876,train,Pentax K-5 / D65,nan,nan,nan,
train_000877,train,Canon 20D / FL2,nan,nan,nan,
train_000878,train,Nokia N900 / FL2,nan,nan,nan,
train_000879,train,Canon 300D / A,nan,nan,nan,
train_000880,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_000881,train,Pentax Q / D65,nan,nan,nan,
train_000882,train,Nikon D5100 / D65,nan,nan,nan,
train_000883,train,Nikon D40 / FL2,nan,nan,nan,
train_000884,train,Pentax Q / A,nan,nan,nan,
train_000885,train,Nikon D50 / FL2,nan,nan,nan,
train_000886,train,Nikon D3X / A,nan,nan,nan,
train_000887,train,Nikon D5100 / FL2,nan,nan,nan,
train_000888,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_000889,train,Hasselblad H2 / D65,nan,nan,nan,
train_000890,train,Nikon D50 / D65,nan,nan,nan,
train_000891,train,Nikon D40 / D65,nan,nan,nan,
train_000892,train,Canon 5DMarkII / A,nan,nan,nan,
train_000893,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_000894,train,Nikon D200 / A,nan,nan,nan,
train_000895,train,Phase One / A,nan,nan,nan,
train_000896,train,Nikon D300s / D65,nan,nan,nan,
train_000897,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_000898,train,Pentax K-5 / A,nan,nan,nan,
train_000899,train,Nikon D5100 / A,nan,nan,nan,
train_000900,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_000901,train,Canon 50D / FL2,nan,nan,nan,
train_000902,train,Phase One / D65,nan,nan,nan,
train_000903,train,Nikon D3X / D65,nan,nan,nan,
train_000904,train,Nikon D50 / A,nan,nan,nan,
train_000905,train,Canon 500D / FL2,nan,nan,nan,
train_000906,train,Canon 500D / D65,nan,nan,nan,
train_000907,train,Nikon D80 / D65,nan,nan,nan,
train_000908,train,Canon 40D / FL2,nan,nan,nan,
train_000909,train,Canon 60D / D65,nan,nan,nan,
train_000910,train,Nikon D80 / FL2,nan,nan,nan,
train_000911,train,Canon 20D / D65,nan,nan,nan,
train_000912,train,Nikon D3X / FL2,nan,nan,nan,
