subject_id,capture_id,roi,parameter,theta_hat,profile_optimum_logrmse,intervals_delta_0p005,total_span_delta_0p005,envelope_span_delta_0p005,intervals_delta_0p0025,intervals_delta_0p010,boundary_limited,jacobian_singular_values,jacobian_column_correlation,single_spectrum_gate,f_blood,low_blood_signal,profile_gate,base_parameter_reliable
p047,p047_neutral_front,right_cheek,f_mel,0.08868210636476091,0.3080822835636498,"[[0.0811625,0.09674999999999999]]",0.01558749999999999,0.01558749999999999,"[[0.08600000000000001,0.08868210636476091]]","[[0.07955,0.09889999999999999]]",False,"[17.44431532809598,0.721738899623364,0.30465262922681996]","[[0.9999999999999998,-0.5808986160691195,0.7713852999728116],[-0.5808986160691195,1.0,-0.560191182121584],[0.7713852999728117,-0.560191182121584,1.0]]",False,0.09999999999999999,False,True,False
p047,p047_neutral_front,right_cheek,f_blood,0.09999999999999999,0.3080822835636496,"[[0.092875,0.1]]",0.007125000000000006,0.007125000000000006,"[[0.098,0.1]]","[[0.08600000000000001,0.1]]",True,"[17.44431532809598,0.721738899623364,0.30465262922681996]","[[0.9999999999999998,-0.5808986160691195,0.7713852999728116],[-0.5808986160691195,1.0,-0.560191182121584],[0.7713852999728117,-0.560191182121584,1.0]]",False,0.09999999999999999,False,True,False
p047,p047_neutral_front,right_cheek,s,6.623704815891915e-20,0.30808228356364975,"[[0.0,0.10250000000000001]]",0.10250000000000001,0.10250000000000001,"[[0.0,0.04]]","[[0.0,0.18]]",True,"[17.44431532809598,0.721738899623364,0.30465262922681996]","[[0.9999999999999998,-0.5808986160691195,0.7713852999728116],[-0.5808986160691195,1.0,-0.560191182121584],[0.7713852999728117,-0.560191182121584,1.0]]",False,0.09999999999999999,False,True,False
p048,p048_neutral_front,left_cheek,f_mel,0.0399807312754227,0.16563227139783945,"[[0.03579518281885567,0.044612500000000006]]",0.008817317181144334,0.008817317181144334,"[[0.037190365637711345,0.043000000000000003]]","[[0.0344,0.04515]]",False,"[21.44851727191527,0.844645943365726,0.40131854793488453]","[[0.9999999999999998,-0.5723071276773365,0.7921990168204874],[-0.5723071276773365,0.9999999999999998,-0.34685972755879696],[0.7921990168204874,-0.34685972755879696,1.0]]",False,0.09999999999999999,False,True,False
p048,p048_neutral_front,left_cheek,f_blood,0.09999999999999999,0.1656322713978395,"[[0.08825000000000001,0.1]]",0.011749999999999997,0.011749999999999997,"[[0.09400000000000001,0.1]]","[[0.08000000000000002,0.1]]",True,"[21.44851727191527,0.844645943365726,0.40131854793488453]","[[0.9999999999999998,-0.5723071276773365,0.7921990168204874],[-0.5723071276773365,0.9999999999999998,-0.34685972755879696],[0.7921990168204874,-0.34685972755879696,1.0]]",False,0.09999999999999999,False,False,False
p048,p048_neutral_front,left_cheek,s,0.0783200219997148,0.1656322713978396,"[[0.0,0.36375]]",0.36375,0.36375,"[[0.0,0.28]]","[[0.0,0.46]]",False,"[21.44851727191527,0.844645943365726,0.40131854793488453]","[[0.9999999999999998,-0.5723071276773365,0.7921990168204874],[-0.5723071276773365,0.9999999999999998,-0.34685972755879696],[0.7921990168204874,-0.34685972755879696,1.0]]",False,0.09999999999999999,False,False,False
p048,p048_neutral_front,right_cheek,f_mel,0.06668636161881282,0.27243070370795375,"[[0.060200000000000004,0.0731]]",0.012899999999999995,0.012899999999999995,"[[0.06668636161881282,0.0688]]","[[0.058050000000000004,0.07525]]",False,"[19.11791711675577,0.7764459057044114,0.34293323977405454]","[[1.0,-0.602630296671305,0.7976727896670747],[-0.602630296671305,1.0,-0.48276040657156816],[0.7976727896670748,-0.48276040657156816,1.0]]",False,0.09999999999999999,False,True,False
p048,p048_neutral_front,right_cheek,f_blood,0.09999999999999999,0.27243070370795375,"[[0.09337500000000001,0.1]]",0.006624999999999992,0.006624999999999992,"[[0.098,0.1]]","[[0.08800000000000001,0.1]]",True,"[19.11791711675577,0.7764459057044114,0.34293323977405454]","[[1.0,-0.602630296671305,0.7976727896670747],[-0.602630296671305,1.0,-0.48276040657156816],[0.7976727896670748,-0.48276040657156816,1.0]]",False,0.09999999999999999,False,True,False
p048,p048_neutral_front,right_cheek,s,6.60240543923786e-21,0.2724307037079537,"[[0.0,0.09875]]",0.09875,0.09875,"[[0.0,0.04]]","[[0.0,0.18]]",True,"[19.11791711675577,0.7764459057044114,0.34293323977405454]","[[1.0,-0.602630296671305,0.7976727896670747],[-0.602630296671305,1.0,-0.48276040657156816],[0.7976727896670748,-0.48276040657156816,1.0]]",False,0.09999999999999999,False,True,False
p049,p049_neutral_front,left_cheek,f_mel,0.05407933950874112,0.16461409275561506,"[[0.0489125,0.05943491743859264]]",0.01052241743859264,0.01052241743859264,"[[0.0516,0.05713966975437057]]","[[0.0473,0.060200000000000004]]",False,"[20.191939351697954,0.8765720141333363,0.42648389195687]","[[1.0,-0.3743710892060111,0.7478822294067682],[-0.37437108920601103,1.0,-0.16633165061428612],[0.7478822294067682,-0.16633165061428612,1.0]]",False,0.09999999999999999,False,True,False
p049,p049_neutral_front,left_cheek,f_blood,0.09999999999999999,0.16461409275561506,"[[0.08650000000000001,0.1]]",0.013499999999999998,0.013499999999999998,"[[0.09400000000000001,0.1]]","[[0.07600000000000001,0.1]]",True,"[20.191939351697954,0.8765720141333363,0.42648389195687]","[[1.0,-0.3743710892060111,0.7478822294067682],[-0.37437108920601103,1.0,-0.16633165061428612],[0.7478822294067682,-0.16633165061428612,1.0]]",False,0.09999999999999999,False,False,False
p049,p049_neutral_front,left_cheek,s,0.5245072047903507,0.16461409275561506,"[[0.24125,0.765]]",0.52375,0.52375,"[[0.34,0.68]]","[[0.12,0.84]]",False,"[20.191939351697954,0.8765720141333363,0.42648389195687]","[[1.0,-0.3743710892060111,0.7478822294067682],[-0.37437108920601103,1.0,-0.16633165061428612],[0.7478822294067682,-0.16633165061428612,1.0]]",False,0.09999999999999999,False,False,False
p049,p049_neutral_front,right_cheek,f_mel,0.08887821587270639,0.2804891958101729,"[[0.0817,0.09621249999999999]]",0.014512499999999998,0.014512499999999998,"[[0.08600000000000001,0.08887821587270639]]","[[0.07955,0.09889999999999999]]",False,"[17.430354322624055,0.7212617548990772,0.3043274791123933]","[[1.0,-0.5805829028213375,0.7710181940281382],[-0.5805829028213375,1.0,-0.560839114301881],[0.7710181940281382,-0.560839114301881,1.0]]",False,0.09999999999999999,False,True,False
p049,p049_neutral_front,right_cheek,f_blood,0.09999999999999999,0.2804891958101729,"[[0.09262500000000001,0.1]]",0.007374999999999993,0.007374999999999993,"[[0.098,0.1]]","[[0.08600000000000001,0.1]]",True,"[17.430354322624055,0.7212617548990772,0.3043274791123933]","[[1.0,-0.5805829028213375,0.7710181940281382],[-0.5805829028213375,1.0,-0.560839114301881],[0.7710181940281382,-0.560839114301881,1.0]]",False,0.09999999999999999,False,True,False
p049,p049_neutral_front,right_cheek,s,2.188810329834143e-20,0.28048919581017284,"[[0.0,0.12]]",0.12,0.12,"[[0.0,0.06]]","[[0.0,0.22]]",True,"[17.430354322624055,0.7212617548990772,0.3043274791123933]","[[1.0,-0.5805829028213375,0.7710181940281382],[-0.5805829028213375,1.0,-0.560839114301881],[0.7710181940281382,-0.560839114301881,1.0]]",False,0.09999999999999999,False,True,False
p050,p050_neutral_front,left_cheek,f_mel,0.03187810064010807,0.12199630765392075,"[[0.02807928774004052,0.03655]]",0.00847071225995948,0.00847071225995948,"[[0.03187810064010807,0.0344]]","[[0.027319525160027013,0.0387]]",False,"[22.23489517892682,0.9348287168602213,0.47400915691214135]","[[1.0,-0.32955962275387085,0.74422383355053],[-0.32955962275387085,1.0,-0.037595736839155736],[0.74422383355053,-0.037595736839155736,1.0]]",False,0.09999999999999999,False,True,False
p050,p050_neutral_front,left_cheek,f_blood,0.09999999999999999,0.12199630765392076,"[[0.08075000000000002,0.1]]",0.01924999999999999,0.01924999999999999,"[[0.09000000000000001,0.1]]","[[0.07,0.1]]",True,"[22.23489517892682,0.9348287168602213,0.47400915691214135]","[[1.0,-0.32955962275387085,0.74422383355053],[-0.32955962275387085,1.0,-0.037595736839155736],[0.74422383355053,-0.037595736839155736,1.0]]",False,0.09999999999999999,False,False,False
p050,p050_neutral_front,left_cheek,s,0.53155112683671,0.12199630765392076,"[[0.30625,0.73]]",0.42374999999999996,0.42374999999999996,"[[0.38,0.66]]","[[0.2,0.8]]",False,"[22.23489517892682,0.9348287168602213,0.47400915691214135]","[[1.0,-0.32955962275387085,0.74422383355053],[-0.32955962275387085,1.0,-0.037595736839155736],[0.74422383355053,-0.037595736839155736,1.0]]",False,0.09999999999999999,False,False,False
p050,p050_neutral_front,right_cheek,f_mel,0.06790074546139337,0.24550804965573853,"[[0.06164388977401126,0.07417499999999999]]",0.012531110225988733,0.012531110225988733,"[[0.06405037273069668,0.0688]]","[[0.060200000000000004,0.07525]]",False,"[19.019763522268583,0.7733701418296429,0.3407280105098267]","[[1.0,-0.6020592136370467,0.7969087965379573],[-0.6020592136370467,1.0,-0.4872782320738558],[0.7969087965379574,-0.4872782320738558,1.0]]",False,0.09999999999999999,False,True,False
p050,p050_neutral_front,right_cheek,f_blood,0.09999999999999999,0.2455080496557385,"[[0.09300000000000001,0.1]]",0.006999999999999992,0.006999999999999992,"[[0.098,0.1]]","[[0.08800000000000001,0.1]]",True,"[19.019763522268583,0.7733701418296429,0.3407280105098267]","[[1.0,-0.6020592136370467,0.7969087965379573],[-0.6020592136370467,1.0,-0.4872782320738558],[0.7969087965379574,-0.4872782320738558,1.0]]",False,0.09999999999999999,False,True,False
p050,p050_neutral_front,right_cheek,s,4.220616579234634e-20,0.24550804965573847,"[[0.0,0.12125]]",0.12125,0.12125,"[[0.0,0.06]]","[[0.0,0.22]]",True,"[19.019763522268583,0.7733701418296429,0.3407280105098267]","[[1.0,-0.6020592136370467,0.7969087965379573],[-0.6020592136370467,1.0,-0.4872782320738558],[0.7969087965379574,-0.4872782320738558,1.0]]",False,0.09999999999999999,False,True,False
p051,p051_neutral_front,left_cheek,f_mel,0.043505009981772064,0.14733982112333682,"[[0.0392375,0.04805844186702527]]",0.00882094186702527,0.00882094186702527,"[[0.04085,0.043505009981772064]]","[[0.0387,0.049576252495443014]]",False,"[21.1138793197753,0.86257430570406,0.42987796547917845]","[[1.0,-0.44607752303342924,0.765992269083566],[-0.44607752303342924,1.0,-0.21270471452765358],[0.765992269083566,-0.2127047145276536,1.0]]",False,0.09999999999999999,False,True,False
p051,p051_neutral_front,left_cheek,f_blood,0.09999999999999999,0.14733982112333677,"[[0.08762500000000001,0.1]]",0.012374999999999997,0.012374999999999997,"[[0.09400000000000001,0.1]]","[[0.07800000000000001,0.1]]",True,"[21.1138793197753,0.86257430570406,0.42987796547917845]","[[1.0,-0.44607752303342924,0.765992269083566],[-0.44607752303342924,1.0,-0.21270471452765358],[0.765992269083566,-0.2127047145276536,1.0]]",False,0.09999999999999999,False,False,False
p051,p051_neutral_front,left_cheek,s,0.37897624026692317,0.1473398211233368,"[[0.10250000000000001,0.62375]]",0.52125,0.52125,"[[0.2,0.54]]","[[0.0,0.7000000000000001]]",False,"[21.1138793197753,0.86257430570406,0.42987796547917845]","[[1.0,-0.44607752303342924,0.765992269083566],[-0.44607752303342924,1.0,-0.21270471452765358],[0.765992269083566,-0.2127047145276536,1.0]]",False,0.09999999999999999,False,False,False
p051,p051_neutral_front,right_cheek,f_mel,0.060461798879653285,0.2211544182373658,"[[0.054825,0.06619431214989165]]",0.011369312149891647,0.011369312149891647,"[[0.060200000000000004,0.06463089943982664]]","[[0.05375,0.0688]]",False,"[19.632044433163408,0.7922973957468836,0.35439718451765667]","[[1.0,-0.6045223211855165,0.8004880252256663],[-0.6045223211855166,1.0,-0.45916467050478166],[0.8004880252256664,-0.4591646705047816,1.0]]",False,0.09999999999999999,False,True,False
p051,p051_neutral_front,right_cheek,f_blood,0.09999999999999999,0.2211544182373658,"[[0.09262500000000001,0.1]]",0.007374999999999993,0.007374999999999993,"[[0.098,0.1]]","[[0.08600000000000001,0.1]]",True,"[19.632044433163408,0.7922973957468836,0.35439718451765667]","[[1.0,-0.6045223211855165,0.8004880252256663],[-0.6045223211855166,1.0,-0.45916467050478166],[0.8004880252256664,-0.4591646705047816,1.0]]",False,0.09999999999999999,False,True,False
p051,p051_neutral_front,right_cheek,s,2.3668763722904476e-20,0.2211544182373658,"[[0.0,0.12625]]",0.12625,0.12625,"[[0.0,0.06]]","[[0.0,0.22]]",True,"[19.632044433163408,0.7922973957468836,0.35439718451765667]","[[1.0,-0.6045223211855165,0.8004880252256663],[-0.6045223211855166,1.0,-0.45916467050478166],[0.8004880252256664,-0.4591646705047816,1.0]]",False,0.09999999999999999,False,True,False
